song|genre|difficulty|level|type|score|version|internal_level
響け！CHIREI MY WAY!|東方Project|EXPERT|9|DX|100.4725%|UNiVERSE|N/A
悪戯センセーション|東方Project|EXPERT|9+|DX|99.7706%|Splash|N/A
紅に染まる恋の花|東方Project|EXPERT|10|DX|100.8750%|UNiVERSE PLUS|N/A
大輪の魂 (feat. AO, 司芭扶)|東方Project|EXPERT|9+|DX|100.6972%|UNiVERSE PLUS|N/A
アマノジャクリバース feat. ｙｔｒ|東方Project|EXPERT|11|STANDARD|100.7393%|MiLK PLUS|N/A
天狗の落とし文 feat. ｙｔｒ|東方Project|EXPERT|11+|STANDARD|100.7476%|MiLK|N/A
Armageddon|東方Project|EXPERT|12+|DX|98.8228%|UNiVERSE PLUS|12.7
Calamity Fortune|東方Project|EXPERT|11|DX|97.1699%|MURASAKi PLUS|N/A
Calamity Fortune|東方Project|EXPERT|12+|STANDARD|100.1066%|MURASAKi PLUS|N/A
Spring of Dreams|東方Project|EXPERT|10|DX|100.9375%|UNiVERSE PLUS|N/A
ロストワードクロニカル|東方Project|EXPERT|10|DX|100.2905%|Splash PLUS|N/A
神々が恋した幻想郷|東方Project|EXPERT|10+|DX|100.9332%|UNiVERSE|N/A
紅星ミゼラブル～廃憶編|東方Project|EXPERT|10|DX|98.1386%|UNiVERSE|N/A
イヤホンロマンス|東方Project|EXPERT|9|DX|98.7154%|UNiVERSE|N/A
マツヨイナイトバグ|東方Project|EXPERT|10+|DX|98.9444%|UNiVERSE|N/A
ナイト・オブ・ナイツ (Cranky Remix)|東方Project|EXPERT|10|DX|99.0727%|maimaiでらっくす|N/A
最終鬼畜妹フランドール・S|東方Project|EXPERT|11|STANDARD|93.3482%|FiNALE|N/A
幻想に咲いた花|東方Project|EXPERT|9+|DX|100.9305%|UNiVERSE|N/A
Sweets Time|東方Project|EXPERT|10|DX|100.7626%|UNiVERSE|N/A
トランスダンスアナーキー|東方Project|EXPERT|10+|DX|99.4437%|Splash PLUS|N/A
下克上々|東方Project|EXPERT|10|DX|100.9388%|Splash PLUS|N/A
幻想のサテライト|東方Project|EXPERT|10|DX|100.5446%|GreeN PLUS|N/A
幻想のサテライト|東方Project|EXPERT|11|STANDARD|98.6592%|GreeN PLUS|N/A
響縁|東方Project|EXPERT|9+|STANDARD|81.7355%|ORANGE PLUS|10.5
儚きもの人間|東方Project|EXPERT|10+|STANDARD|99.4079%|PiNK PLUS|N/A
Sweet Requiem|東方Project|EXPERT|10+|DX|88.6822%|Splash|N/A
taboo tears you up|東方Project|EXPERT|10+|DX|100.3199%|MURASAKi|N/A
Scream out! -maimai SONIC WASHER Edit-|東方Project|EXPERT|11|DX|99.5384%|MURASAKi|N/A
Scream out! -maimai SONIC WASHER Edit-|東方Project|EXPERT|12+|STANDARD|99.5720%|MURASAKi|N/A
Grip & Break down !!|東方Project|EXPERT|9|DX|100.6970%|GreeN|9.5
Bad Apple!! feat.nomico (REDALiCE Remix)|東方Project|EXPERT|10|DX|99.5760%|maimaiでらっくす PLUS|N/A
チルノのパーフェクトさんすう教室　⑨周年バージョン|東方Project|EXPERT|9|DX|100.3404%|MURASAKi PLUS|N/A
チルノのパーフェクトさんすう教室|東方Project|EXPERT|10|STANDARD|98.6447%|GreeN|N/A
sweet little sister|東方Project|EXPERT|10+|STANDARD|96.0636%|GreeN PLUS|N/A
Phantasm Brigade|東方Project|EXPERT|11|STANDARD|98.0469%|MURASAKi|N/A
フラグメンツ -T.V. maimai edit-|東方Project|EXPERT|9+|STANDARD|99.7154%|PiNK|N/A
進捗どうですか？|東方Project|EXPERT|11|STANDARD|100.3070%|MiLK PLUS|N/A
ハウリング|東方Project|EXPERT|9+|DX|100.9531%|Splash PLUS|N/A
Paranoia|東方Project|EXPERT|9|DX|99.0911%|Splash|N/A
CYBER Sparks|東方Project|EXPERT|11+|STANDARD|97.4982%|MiLK PLUS|N/A
wheel|東方Project|EXPERT|9|DX|99.5936%|maimaiでらっくす PLUS|N/A
Doll Judgment|東方Project|EXPERT|12|STANDARD|100.0416%|MiLK|N/A
Little "Sister" Bitch|東方Project|EXPERT|11|DX|98.5757%|maimaiでらっくす|N/A
Yakumo >>JOINT STRUGGLE (2019 Update)|東方Project|EXPERT|11|DX|100.7874%|maimaiでらっくす|N/A
もうみんなしねばいいのに|東方Project|EXPERT|12+|STANDARD|95.7972%|MiLK|N/A
Random|GAME＆VARIETY|EXPERT|11|DX|100.3980%|FESTiVAL|N/A
竹|GAME＆VARIETY|EXPERT|12|DX|99.9985%|UNiVERSE|N/A
プナイプナイせんそう|GAME＆VARIETY|EXPERT|11+|DX|99.8440%|maimaiでらっくす|N/A
さんさーら！|GAME＆VARIETY|EXPERT|8+|DX|100.9230%|UNiVERSE|N/A
Southern Cross|GAME＆VARIETY|EXPERT|10+|DX|98.8956%|UNiVERSE|N/A
キラメキ居残り大戦争|GAME＆VARIETY|EXPERT|10+|DX|98.6147%|Splash PLUS|N/A
ベースラインやってる？笑|GAME＆VARIETY|EXPERT|11|DX|100.1051%|Splash PLUS|N/A
ヒステリックナイトガール|GAME＆VARIETY|EXPERT|9+|DX|100.7158%|UNiVERSE|N/A
FLOWER|GAME＆VARIETY|EXPERT|12|STANDARD|98.5854%|ORANGE|N/A
極圏|GAME＆VARIETY|EXPERT|12+|STANDARD|100.0094%|FiNALE|N/A
きたさいたま2000|GAME＆VARIETY|EXPERT|13|STANDARD|99.2733%|ORANGE|N/A
Ignis Danse|GAME＆VARIETY|EXPERT|13|STANDARD|100.3193%|ORANGE|13.0
夜明けまであと３秒|GAME＆VARIETY|EXPERT|13|STANDARD|98.2529%|MURASAKi|13.1
セイクリッド　ルイン|GAME＆VARIETY|EXPERT|12|STANDARD|97.4858%|FiNALE|N/A
Got more raves？|GAME＆VARIETY|EXPERT|12+|STANDARD|98.0407%|ORANGE|N/A
FUJIN Rumble|GAME＆VARIETY|EXPERT|11+|STANDARD|87.0912%|ORANGE|N/A
Scarlet Lance|GAME＆VARIETY|EXPERT|12+|STANDARD|99.6709%|FiNALE|N/A
BLUE ZONE|GAME＆VARIETY|EXPERT|11|DX|100.8009%|UNiVERSE PLUS|11.5
スーパーシンメトリー|GAME＆VARIETY|EXPERT|12|DX|99.3086%|UNiVERSE|N/A
Brain Power|GAME＆VARIETY|EXPERT|11+|STANDARD|99.2144%|MiLK PLUS|N/A
Grievous Lady|GAME＆VARIETY|EXPERT|12|DX|100.1469%|Splash|N/A
Ether Strike|GAME＆VARIETY|EXPERT|10+|DX|99.7632%|Splash|N/A
Cyaegha|GAME＆VARIETY|EXPERT|11|DX|96.6292%|Splash|N/A
Entrance|GAME＆VARIETY|EXPERT|11|DX|97.4166%|maimaiでらっくす PLUS|N/A
Lunar Mare|GAME＆VARIETY|EXPERT|11+|DX|99.5932%|maimaiでらっくす PLUS|N/A
Saika|GAME＆VARIETY|EXPERT|10|DX|100.5420%|maimaiでらっくす PLUS|N/A
CHAOS|GAME＆VARIETY|EXPERT|11+|DX|98.0555%|maimaiでらっくす PLUS|N/A
Maboroshi|GAME＆VARIETY|EXPERT|11|DX|98.7644%|maimaiでらっくす PLUS|N/A
BANG!|GAME＆VARIETY|EXPERT|10+|DX|100.8076%|UNiVERSE PLUS|N/A
Define|GAME＆VARIETY|EXPERT|11|DX|100.7445%|UNiVERSE PLUS|11.2
Estahv|GAME＆VARIETY|EXPERT|11+|DX|100.7491%|UNiVERSE PLUS|11.7
First Dance|GAME＆VARIETY|EXPERT|12|DX|100.5976%|UNiVERSE PLUS|12.0
Mjölnir|GAME＆VARIETY|EXPERT|12+|DX|100.1521%|UNiVERSE PLUS|N/A
Love's Theme of BADASS ～バッド・アス 愛のテーマ～|GAME＆VARIETY|EXPERT|13|DX|98.6200%|UNiVERSE PLUS|13.0
BATTLE NO.1|GAME＆VARIETY|EXPERT|12|DX|100.3130%|Splash|N/A
ヒミツCULT|GAME＆VARIETY|EXPERT|11|DX|97.9765%|Splash PLUS|N/A
ALiVE|GAME＆VARIETY|EXPERT|10+|DX|98.3536%|Splash PLUS|N/A
Big Daddy|GAME＆VARIETY|EXPERT|12|DX|98.2943%|Splash PLUS|N/A
LOSE CONTROL|GAME＆VARIETY|EXPERT|12|DX|99.9809%|Splash PLUS|N/A
Strange Bar|GAME＆VARIETY|EXPERT|10+|DX|87.6436%|Splash PLUS|N/A
Dreadnought|GAME＆VARIETY|EXPERT|12|DX|98.6168%|UNiVERSE PLUS|12.5
enchanted love|GAME＆VARIETY|EXPERT|11+|DX|100.0926%|UNiVERSE PLUS|11.8
Caterpillar Song|GAME＆VARIETY|EXPERT|12|DX|99.6336%|UNiVERSE PLUS|12.0
Upshift|GAME＆VARIETY|EXPERT|11|DX|98.8493%|UNiVERSE|N/A
MOBILYS|GAME＆VARIETY|EXPERT|10|DX|100.8649%|UNiVERSE|N/A
CO5M1C R4ILR0AD|GAME＆VARIETY|EXPERT|11+|DX|100.5584%|Splash PLUS|N/A
MAKE IT FUNKY NOW|GAME＆VARIETY|EXPERT|11+|DX|100.0750%|Splash PLUS|N/A
Rush-More|GAME＆VARIETY|EXPERT|10+|DX|98.0612%|Splash PLUS|N/A
Re：End of a Dream|GAME＆VARIETY|EXPERT|12|DX|99.8251%|Splash PLUS|N/A
MilK|GAME＆VARIETY|EXPERT|12|STANDARD|99.1353%|MiLK|N/A
もぺもぺ|GAME＆VARIETY|EXPERT|12+|DX|97.4312%|Splash PLUS|N/A
Sound Chimera|GAME＆VARIETY|EXPERT|12|DX|99.3196%|Splash PLUS|N/A
felys -final remix-|GAME＆VARIETY|EXPERT|10+|DX|100.0570%|Splash|N/A
Arty Party|GAME＆VARIETY|EXPERT|11+|DX|100.2009%|Splash|N/A
c.s.q.n.|GAME＆VARIETY|EXPERT|11|DX|99.5930%|Splash|N/A
emomomo|GAME＆VARIETY|EXPERT|10+|DX|100.1044%|Splash|N/A
アトロポスと最果の探究者|GAME＆VARIETY|EXPERT|10+|DX|100.2298%|maimaiでらっくす PLUS|N/A
NULCTRL|GAME＆VARIETY|EXPERT|12|DX|90.9821%|maimaiでらっくす PLUS|N/A
Black Lair|GAME＆VARIETY|EXPERT|11|DX|99.0878%|maimaiでらっくす PLUS|N/A
Altale|GAME＆VARIETY|EXPERT|12|STANDARD|99.4070%|FiNALE|N/A
Destr0yer|GAME＆VARIETY|EXPERT|11|DX|99.7992%|UNiVERSE|N/A
Destr0yer|GAME＆VARIETY|EXPERT|12|STANDARD|96.9869%|UNiVERSE|N/A
Halcyon|GAME＆VARIETY|EXPERT|11|DX|99.3116%|UNiVERSE PLUS|12.5
Halcyon|GAME＆VARIETY|EXPERT|12|STANDARD|99.2527%|UNiVERSE PLUS|12.5
サンバランド|GAME＆VARIETY|EXPERT|11|STANDARD|100.0442%|UNiVERSE PLUS|11.0
End Time|GAME＆VARIETY|EXPERT|12+|STANDARD|99.2831%|FiNALE|N/A
ENERGY SYNERGY MATRIX|GAME＆VARIETY|EXPERT|11|DX|98.7770%|MiLK PLUS|N/A
ENERGY SYNERGY MATRIX|GAME＆VARIETY|EXPERT|13|STANDARD|100.1618%|MiLK PLUS|N/A
FREEDOM DiVE (tpz Overcute Remix)|GAME＆VARIETY|EXPERT|12+|STANDARD|100.5398%|MiLK PLUS|N/A
Credits|GAME＆VARIETY|EXPERT|13|STANDARD|98.5059%|MiLK|12.6
ULTRA B+K|GAME＆VARIETY|EXPERT|11+|STANDARD|99.9774%|MiLK PLUS|N/A
B.B.K.K.B.K.K.|GAME＆VARIETY|EXPERT|12+|STANDARD|99.2943%|ORANGE|N/A
人里に下ったアタイがいつの間にか社畜になっていた件|GAME＆VARIETY|EXPERT|13|STANDARD|98.4431%|MURASAKi PLUS|N/A
Maxi|GAME＆VARIETY|EXPERT|12+|STANDARD|98.4285%|MURASAKi PLUS|N/A
conflict|GAME＆VARIETY|EXPERT|11|DX|97.4856%|MURASAKi|N/A
conflict|GAME＆VARIETY|EXPERT|12+|STANDARD|99.0897%|MURASAKi|N/A
GOODMEN|GAME＆VARIETY|EXPERT|11|STANDARD|82.5654%|MURASAKi|N/A
Sakura Fubuki|GAME＆VARIETY|EXPERT|12|STANDARD|99.2680%|MURASAKi|N/A
METATRON|GAME＆VARIETY|EXPERT|12+|STANDARD|99.5472%|PiNK PLUS|N/A
麒麟|GAME＆VARIETY|EXPERT|13|STANDARD|100.1121%|MiLK|N/A
若い力|GAME＆VARIETY|EXPERT|9|DX|100.2738%|UNiVERSE PLUS|N/A
Reach For The Stars (Re-Colors)|GAME＆VARIETY|EXPERT|11|DX|100.3969%|UNiVERSE PLUS|11.5
Last Brave ～ Go to zero|GAME＆VARIETY|EXPERT|11+|STANDARD|98.8952%|MURASAKi|N/A
YA･DA･YO [Reborn]|GAME＆VARIETY|EXPERT|13|STANDARD|100.5865%|maimai PLUS|13.0
超絶！Superlative|GAME＆VARIETY|EXPERT|11+|STANDARD|99.4829%|maimai PLUS|N/A
DO RORO DERODERO ON DO RORO|GAME＆VARIETY|EXPERT|13|STANDARD|99.1671%|maimai PLUS|N/A
Brand-new Japanesque|GAME＆VARIETY|EXPERT|10+|STANDARD|100.3222%|GreeN PLUS|N/A
レッツゴー!陰陽師|GAME＆VARIETY|EXPERT|9+|STANDARD|98.4299%|GreeN PLUS|N/A
DADDY MULK -Groove remix-|GAME＆VARIETY|EXPERT|12|STANDARD|96.6230%|GreeN|N/A
ミルキースター・シューティングスター|maimai|EXPERT|10+|DX|100.8199%|UNiVERSE PLUS|10.7
パーフェクション|maimai|EXPERT|10+|DX|100.8170%|UNiVERSE PLUS|N/A
デーモンベット|maimai|EXPERT|10|DX|100.8238%|UNiVERSE PLUS|N/A
アンビバレンス|maimai|EXPERT|10+|DX|100.7212%|UNiVERSE|N/A
ヤミツキ|maimai|EXPERT|10|DX|98.2330%|maimaiでらっくす PLUS|N/A
BLACK ROSE|maimai|EXPERT|9+|DX|100.9667%|maimaiでらっくす|N/A
分からない|maimai|EXPERT|11+|STANDARD|100.4666%|MURASAKi|N/A
Jouez Avec Moi?|maimai|EXPERT|10+|DX|100.4629%|UNiVERSE PLUS|N/A
遺伝子レベル∞スパイラル|maimai|EXPERT|9+|DX|100.7629%|UNiVERSE PLUS|N/A
パラマウント☆ショータイム！！|maimai|EXPERT|11+|DX|99.5747%|UNiVERSE PLUS|11.7
白花の天使|maimai|EXPERT|12|DX|99.5681%|UNiVERSE PLUS|12.0
ｉｓｏｐｈｏｔｅ|maimai|EXPERT|10|DX|100.9703%|UNiVERSE PLUS|10.0
前衛的Landscape|maimai|EXPERT|11|DX|100.3930%|UNiVERSE|N/A
トリアージ|maimai|EXPERT|10|DX|98.3151%|UNiVERSE|N/A
とびだせ！TO THE COSMIC!!|maimai|EXPERT|12|DX|99.9127%|UNiVERSE|12.5
Starry Colors|maimai|EXPERT|11|DX|98.8546%|Splash PLUS|N/A
星めぐり、果ての君へ。|maimai|EXPERT|10+|DX|99.2506%|Splash PLUS|N/A
生命不詳|maimai|EXPERT|11+|DX|98.1129%|Splash PLUS|N/A
チエルカ／エソテリカ|maimai|EXPERT|12|DX|100.6689%|Splash PLUS|N/A
VANTABLACK RAVER|maimai|EXPERT|11|DX|100.2853%|Splash PLUS|N/A
ワンダーシャッフェンの法則|maimai|EXPERT|10+|DX|99.3355%|Splash|N/A
BIRTH|maimai|EXPERT|12+|DX|98.5555%|Splash|N/A
Regulus|maimai|EXPERT|12|DX|100.5773%|Splash|N/A
Komplexe|maimai|EXPERT|11|DX|97.9861%|Splash|N/A
ブレインジャックシンドローム|maimai|EXPERT|10+|DX|94.9163%|maimaiでらっくす PLUS|N/A
Ututu|maimai|EXPERT|10|DX|98.3239%|maimaiでらっくす PLUS|N/A
マイオドレ！舞舞タイム|maimai|EXPERT|11|DX|97.8315%|Splash|N/A
絡めトリック利己ライザー|maimai|EXPERT|10+|DX|100.7484%|maimaiでらっくす PLUS|N/A
でらっくmaimai♪てんてこまい!|maimai|EXPERT|10|DX|100.8226%|maimaiでらっくす|N/A
超常マイマイン|maimai|EXPERT|10|DX|100.0332%|maimaiでらっくす|N/A
OTOGEMA|maimai|EXPERT|10+|DX|100.9473%|UNiVERSE PLUS|N/A
♡マイマイマイラブ♡|maimai|EXPERT|10|DX|99.7292%|maimaiでらっくす|N/A
星空パーティーチューン|maimai|EXPERT|11|DX|100.8389%|UNiVERSE PLUS|N/A
噛み係|maimai|EXPERT|10+|DX|100.3081%|UNiVERSE|N/A
Paradisoda|maimai|EXPERT|10+|DX|99.6782%|Splash PLUS|N/A
福宿音屋魂音泉|maimai|EXPERT|10+|DX|98.8102%|maimaiでらっくす|N/A
Scarlet Wings|maimai|EXPERT|10|DX|99.7453%|maimaiでらっくす|N/A
夢花火|maimai|EXPERT|11|STANDARD|100.3702%|MURASAKi PLUS|N/A
花と、雪と、ドラムンベース。|maimai|EXPERT|12+|STANDARD|99.5642%|MiLK PLUS|N/A
Limit Break|maimai|EXPERT|11|STANDARD|100.4780%|MURASAKi PLUS|N/A
Starlight Disco|maimai|EXPERT|11+|DX|100.9101%|maimai PLUS|N/A
記憶、記録|maimai|EXPERT|11|STANDARD|98.7839%|GreeN|N/A
Believe the Rainbow|maimai|EXPERT|10|STANDARD|100.7275%|FiNALE|N/A
ユビキリ|maimai|EXPERT|11+|STANDARD|97.7750%|MURASAKi PLUS|N/A
Pixel Voyage|maimai|EXPERT|9+|STANDARD|100.8571%|GreeN|N/A
ジングルベル|maimai|EXPERT|10+|STANDARD|95.8297%|maimai|N/A
Sqlupp (Camellia's "Sqleipd*Hiytex" Remix)|maimai|EXPERT|12|DX|99.7868%|Splash|N/A
Valsqotch|maimai|EXPERT|13|DX|99.8765%|maimaiでらっくす PLUS|N/A
World's end loneliness|maimai|EXPERT|13|DX|100.5053%|UNiVERSE PLUS|13.0
Metamorphosism|maimai|EXPERT|12+|DX|100.2469%|UNiVERSE PLUS|12.8
WiPE OUT MEMORIES|maimai|EXPERT|12+|DX|100.0184%|UNiVERSE PLUS|N/A
チューリングの跡|maimai|EXPERT|13|DX|98.7385%|UNiVERSE PLUS|13.5
Swift Swing|maimai|EXPERT|12|DX|100.3226%|UNiVERSE PLUS|12.5
Sage|maimai|EXPERT|12+|DX|100.0081%|UNiVERSE PLUS|12.9
Irresistible|maimai|EXPERT|11|DX|100.5683%|UNiVERSE PLUS|11.0
HAGAKIRI|maimai|EXPERT|12|DX|99.9999%|UNiVERSE PLUS|N/A
HECATONCHEIR|maimai|EXPERT|12+|DX|100.5267%|UNiVERSE PLUS|N/A
N3V3R G3T OV3R|maimai|EXPERT|12|DX|100.5835%|UNiVERSE PLUS|12.0
Strive against fate|maimai|EXPERT|13|DX|99.2079%|UNiVERSE PLUS|13.2
sølips|maimai|EXPERT|13+|DX|99.2957%|UNiVERSE PLUS|13.7
Trick tear|maimai|EXPERT|12|DX|99.7242%|UNiVERSE|N/A
U&iVERSE -銀河鸞翔-|maimai|EXPERT|12|DX|98.9456%|UNiVERSE|N/A
躯樹の墓守|maimai|EXPERT|13|DX|100.3909%|UNiVERSE|12.9
ヨミビトシラズ|maimai|EXPERT|12|DX|100.1816%|UNiVERSE|12.5
Round Round Spinning Around|maimai|EXPERT|10|DX|97.3454%|UNiVERSE|N/A
Alcyone|maimai|EXPERT|12|DX|99.5321%|UNiVERSE|N/A
Raven Emperor|maimai|EXPERT|12|DX|97.7210%|UNiVERSE|N/A
Yorugao|maimai|EXPERT|12|DX|100.1639%|UNiVERSE|N/A
華の集落、秋のお届け|maimai|EXPERT|11+|DX|98.9258%|UNiVERSE|N/A
星詠みとデスペラード|maimai|EXPERT|11+|DX|99.2090%|UNiVERSE|N/A
BLACK SWAN|maimai|EXPERT|12+|DX|100.3512%|UNiVERSE|N/A
NAGAREBOSHI☆ROCKET|maimai|EXPERT|12|DX|99.3761%|UNiVERSE|N/A
Lia=Fail|maimai|EXPERT|12+|DX|100.0025%|UNiVERSE|N/A
Never Give Up!|maimai|EXPERT|10+|DX|97.3715%|Splash PLUS|N/A
ほしぞらスペクタクル|maimai|EXPERT|12|DX|98.5545%|Splash PLUS|N/A
VIIIbit Explorer|maimai|EXPERT|13|DX|100.1895%|FESTiVAL|12.9
Last Samurai|maimai|EXPERT|12|DX|97.7676%|Splash PLUS|N/A
蒼穹舞楽|maimai|EXPERT|12+|DX|97.8727%|Splash PLUS|12.8
AMABIE|maimai|EXPERT|12|DX|99.8616%|Splash PLUS|N/A
時計の国のジェミニ|maimai|EXPERT|10|DX|100.5052%|Splash PLUS|N/A
Xenovcipher|maimai|EXPERT|12|DX|98.2989%|Splash PLUS|N/A
Beautiful Future|maimai|EXPERT|10+|DX|97.1572%|Splash|N/A
Mutation|maimai|EXPERT|12|DX|99.2728%|Splash|N/A
Aetheric Energy|maimai|EXPERT|11|DX|98.8925%|Splash|N/A
≠彡"/了→|maimai|EXPERT|12+|DX|99.4718%|Splash|N/A
ARAIS|maimai|EXPERT|12|DX|100.1799%|Splash|N/A
渦状銀河のシンフォニエッタ|maimai|EXPERT|11+|DX|100.1317%|maimaiでらっくす PLUS|N/A
GRÄNDIR|maimai|EXPERT|11|DX|98.1345%|maimaiでらっくす PLUS|N/A
封焔の135秒|maimai|EXPERT|12+|DX|100.1740%|maimaiでらっくす PLUS|N/A
Stardust Memories|maimai|EXPERT|10+|DX|98.7815%|maimaiでらっくす PLUS|N/A
Flashkick|maimai|EXPERT|11|DX|99.7190%|maimaiでらっくす PLUS|N/A
Heavenly Blast|maimai|EXPERT|12+|DX|98.5044%|Splash PLUS|N/A
Glorious Crown|maimai|EXPERT|13|STANDARD|98.8133%|PiNK|N/A
Aiolos|maimai|EXPERT|12+|STANDARD|100.2927%|ORANGE PLUS|N/A
Technicians High|maimai|EXPERT|11|DX|97.7680%|UNiVERSE|N/A
Technicians High|maimai|EXPERT|11|STANDARD|100.5403%|UNiVERSE|N/A
Hyper Active|maimai|EXPERT|13|STANDARD|99.3014%|PiNK PLUS|N/A
BREaK! BREaK! BREaK!|maimai|EXPERT|12+|DX|99.5290%|Splash PLUS|N/A
MYTHOS|maimai|EXPERT|12|STANDARD|98.6202%|GreeN PLUS|N/A
We Gonna Party|maimai|EXPERT|12+|STANDARD|96.1102%|maimai PLUS|N/A
GIGANTØMAKHIA|maimai|EXPERT|12+|DX|100.2919%|UNiVERSE|N/A
STEEL TRANSONIC|maimai|EXPERT|13|DX|99.7274%|maimaiでらっくす PLUS|N/A
Alea jacta est!|maimai|EXPERT|12+|STANDARD|99.7786%|FiNALE|13.0
AMAZING MIGHTYYYY!!!!|maimai|EXPERT|13|STANDARD|99.0069%|PiNK PLUS|13.5
My My My|maimai|EXPERT|11|DX|99.4754%|maimaiでらっくす PLUS|N/A
CITRUS MONSTER|maimai|EXPERT|12+|STANDARD|100.0489%|PiNK PLUS|N/A
モ°ルモ°ル|maimai|EXPERT|12|DX|99.4927%|maimaiでらっくす PLUS|12.2
the EmpErroR|maimai|EXPERT|13|STANDARD|98.7009%|FiNALE|N/A
ガラテアの螺旋|maimai|EXPERT|13|STANDARD|100.0528%|ORANGE PLUS|N/A
TEmPTaTiON|maimai|EXPERT|12|DX|99.3198%|maimaiでらっくす|N/A
SILENT BLUE|maimai|EXPERT|12+|STANDARD|99.2574%|MiLK PLUS|N/A
アポカリプスに反逆の焔を焚べろ|maimai|EXPERT|12|DX|99.8707%|maimaiでらっくす|N/A
ねぇ、壊れタ人形ハ何処へ棄テらレるノ？|maimai|EXPERT|13|STANDARD|99.5439%|MURASAKi|13.0
TwisteD! XD|maimai|EXPERT|11|DX|97.9933%|maimaiでらっくす|N/A
QZKago Requiem|maimai|EXPERT|13|STANDARD|99.2261%|FiNALE|N/A
Our Wrenally|maimai|EXPERT|13|STANDARD|99.3448%|MURASAKi|N/A
Contrapasso -paradiso-|maimai|EXPERT|13|STANDARD|99.0743%|PiNK PLUS|13.1
Oshama Scramble!|maimai|EXPERT|11|DX|98.7078%|ORANGE PLUS|N/A
Oshama Scramble!|maimai|EXPERT|12|STANDARD|100.0044%|ORANGE PLUS|N/A
Garakuta Doll Play|maimai|EXPERT|13|STANDARD|98.7031%|GreeN|N/A
Blew Moon|maimai|EXPERT|12|STANDARD|89.7098%|GreeN|N/A
Moon of Noon|maimai|EXPERT|13|STANDARD|99.8652%|MURASAKi PLUS|N/A
Blows Up Everything|maimai|EXPERT|11+|DX|100.4409%|maimaiでらっくす|N/A
魔ジョ狩リ|maimai|EXPERT|11|DX|98.4781%|maimaiでらっくす|N/A
MAXRAGE|maimai|EXPERT|11|DX|97.9917%|maimaiでらっくす|N/A
PANDORA PARADOXXX|maimai|EXPERT|13+|STANDARD|98.8026%|FiNALE|N/A
天火明命|maimai|EXPERT|13|STANDARD|99.8576%|MURASAKi|N/A
7thSense|maimai|EXPERT|11+|STANDARD|98.8849%|PiNK|N/A
