song|type|difficulty|version
Acceleration|standard|advanced|maimai PLUS
バーチャルダム　ネーション|dx|advanced|maimaiでらっくす
Moon of Noon|standard|advanced|MURASAKi PLUS
Blows Up Everything|dx|advanced|maimaiでらっくす
Dragoon|standard|advanced|ORANGE
魔ジョ狩リ|dx|advanced|maimaiでらっくす
MAXRAGE|dx|advanced|maimaiでらっくす
PANDORA PARADOXXX|standard|advanced|FiNALE
天火明命|standard|advanced|MURASAKi
7thSense|standard|advanced|PiNK
FFT|standard|advanced|FiNALE
Panopticon|standard|advanced|MURASAKi
雷切-RAIKIRI-|standard|advanced|FiNALE
Schwarzschild|standard|advanced|FiNALE
Black Out|standard|advanced|maimai PLUS
Fragrance|standard|advanced|maimai PLUS
Excalibur ～Revived resolution～|standard|advanced|MiLK
Caliburne ～Story of the Legendary sword～|standard|advanced|ORANGE
Death Scythe|standard|advanced|GreeN
LUCIA|standard|advanced|GreeN
Lividi|standard|advanced|MURASAKi
Axeria|standard|advanced|ORANGE PLUS
Ragnarok|standard|advanced|MiLK PLUS
larva|standard|advanced|MiLK PLUS
keep hopping|standard|advanced|MiLK PLUS
Mare Maris|standard|advanced|MiLK
Signature|standard|advanced|MiLK
Ultranova|standard|advanced|MURASAKi PLUS
四月の雨|standard|advanced|MURASAKi
Imitation:Loud Lounge|standard|advanced|MURASAKi
HERA|standard|advanced|MURASAKi
Jumble Rumble|standard|advanced|PiNK PLUS
Nitrous Fury|standard|advanced|PiNK PLUS
Revive The Rave|standard|advanced|PiNK
GEMINI -M-|standard|advanced|PiNK
LANCE|standard|advanced|ORANGE PLUS
D✪N’T  ST✪P  R✪CKIN’|standard|advanced|ORANGE PLUS
oboro|standard|advanced|ORANGE
Streak|standard|advanced|maimai PLUS
Turn around|standard|advanced|maimai PLUS
Link|standard|advanced|maimai PLUS
Nerverakes|standard|advanced|maimai PLUS
Sprintrances|standard|advanced|maimai PLUS
Feel My Fire|standard|advanced|maimai PLUS
air's gravity|standard|advanced|maimai PLUS
Beat of getting entangled|standard|advanced|GreeN
高気圧ねこロック|standard|advanced|PiNK PLUS
Prophesy One|standard|advanced|PiNK PLUS
Get Happy|standard|advanced|GreeN
System “Z”|standard|advanced|GreeN
火炎地獄|dx|advanced|GreeN PLUS
火炎地獄|standard|advanced|GreeN PLUS
Danza zandA|standard|advanced|GreeN PLUS
VERTeX|standard|advanced|ORANGE
ViRTUS|dx|advanced|FESTiVAL
全世界共通リズム感テスト|standard|advanced
ホシシズク|dx|expert|FESTiVAL
分解収束テイル|dx|expert|FESTiVAL
ミルキースター・シューティングスター|dx|expert|UNiVERSE PLUS
パーフェクション|dx|expert|UNiVERSE PLUS
デーモンベット|dx|expert|UNiVERSE PLUS
アンビバレンス|dx|expert|UNiVERSE
届かない花束|dx|expert|Splash PLUS
ステップアンドライム|dx|expert|Splash PLUS
シアトリカル・ケース|dx|expert|Splash
ワードワードワード|dx|expert|maimaiでらっくす PLUS
ヤミツキ|dx|expert|maimaiでらっくす PLUS
Secret Sleuth|dx|expert|maimaiでらっくす
BLACK ROSE|dx|expert|maimaiでらっくす
咲キ誇レ常世ノ華|standard|expert|MiLK
天国と地獄 -言ノ葉リンネ-|standard|expert|MURASAKi PLUS
相思創愛|standard|expert|MURASAKi PLUS
空威張りビヘイビア|standard|expert|MURASAKi
分からない|standard|expert|MURASAKi
洗脳|standard|expert|PiNK PLUS
Barbed Eye|standard|expert|PiNK PLUS
言ノ葉遊戯|standard|expert|PiNK
りばーぶ|standard|expert|PiNK
言ノ葉カルマ|standard|expert|GreeN PLUS
悪戯|standard|expert|ORANGE PLUS
Rising on the horizon|dx|expert|FESTiVAL
Rainbow Rush Story|dx|expert|FESTiVAL
Tricolor⁂circuS|dx|expert|FESTiVAL
[X]|dx|expert|FESTiVAL
mystique as iris|dx|expert|FESTiVAL
Jouez Avec Moi?|dx|expert|UNiVERSE PLUS
遺伝子レベル∞スパイラル|dx|expert|UNiVERSE PLUS
パラマウント☆ショータイム！！|dx|expert|UNiVERSE PLUS
白花の天使|dx|expert|UNiVERSE PLUS
ｉｓｏｐｈｏｔｅ|dx|expert|UNiVERSE PLUS
前衛的Landscape|dx|expert|UNiVERSE
トリアージ|dx|expert|UNiVERSE
とびだせ！TO THE COSMIC!!|dx|expert|UNiVERSE
Starry Colors|dx|expert|Splash PLUS
星めぐり、果ての君へ。|dx|expert|Splash PLUS
スローアライズ|dx|expert|Splash PLUS
生命不詳|dx|expert|Splash PLUS
チエルカ／エソテリカ|dx|expert|Splash PLUS
VANTABLACK RAVER|dx|expert|Splash PLUS
ワンダーシャッフェンの法則|dx|expert|Splash
BIRTH|dx|expert|Splash
Regulus|dx|expert|Splash
Komplexe|dx|expert|Splash
オリフィス|dx|expert|Splash
ユメヒバナ|dx|expert|Splash
REAL VOICE|dx|expert|Splash
パラボラ|dx|expert|Splash
ブレインジャックシンドローム|dx|expert|maimaiでらっくす PLUS
Ututu|dx|expert|maimaiでらっくす PLUS
共鳴|dx|expert|maimaiでらっくす PLUS
居並ぶ穀物と溜息まじりの運送屋|dx|expert|Splash
マイオドレ！舞舞タイム|dx|expert|Splash
ぼくたちいつでも　しゅわっしゅわ！|dx|expert|Splash
絡めトリック利己ライザー|dx|expert|maimaiでらっくす PLUS
でらっくmaimai♪てんてこまい!|dx|expert|maimaiでらっくす
超常マイマイン|dx|expert|maimaiでらっくす
STEREOSCAPE|dx|expert|maimaiでらっくす
Crazy Circle|dx|expert|maimaiでらっくす
OTOGEMA|dx|expert|UNiVERSE PLUS
♡マイマイマイラブ♡|dx|expert|maimaiでらっくす
タカハせ！名人マン|standard|expert|GreeN PLUS
星空パーティーチューン|dx|expert|UNiVERSE PLUS
シエルブルーマルシェ|dx|expert|maimaiでらっくす PLUS
噛み係|dx|expert|UNiVERSE
いっしそう電☆舞舞神拳！|standard|expert|MURASAKi
Paradisoda|dx|expert|Splash PLUS
福宿音屋魂音泉|dx|expert|maimaiでらっくす
キリキリ舞Mine|dx|expert|maimaiでらっくす
FEEL the BEATS|standard|expert|PiNK
FEEL ALIVE|standard|expert|maimai PLUS
BREAK YOU!!|standard|expert|GreeN
KING is BACK!!|standard|expert|MURASAKi PLUS
welcome to maimai!! with マイマイマー|standard|expert|ORANGE PLUS
みんなのマイマイマー|standard|expert|GreeN
Scarlet Wings|dx|expert|maimaiでらっくす
End of Twilight|standard|expert|GreeN PLUS
一か罰|dx|expert|maimaiでらっくす
夢花火|standard|expert|MURASAKi PLUS
Now or Never|dx|expert|maimaiでらっくす
Justified|standard|expert|MiLK
SPILL OVER COLORS|standard|expert|MiLK
アージェントシンメトリー|standard|expert|PiNK
Dreampainter|standard|expert|ORANGE
Monochrome Rainbow|standard|expert|GreeN PLUS
花と、雪と、ドラムンベース。|standard|expert|MiLK PLUS
FestivaLight|standard|expert|MiLK PLUS
Candy Tall Woman|standard|expert|MiLK
Kinda Way|standard|expert|MiLK
Magical Flavor|standard|expert|MiLK
曖昧mind|standard|expert|MURASAKi PLUS
Limit Break|standard|expert|MURASAKi PLUS
オトヒメモリー☆ウタゲーション|standard|expert|MURASAKi PLUS
Selector|standard|expert|MURASAKi
スリップフリップ|standard|expert|PiNK
CYCLES|standard|expert|GreeN PLUS
Lionheart|standard|expert|maimai PLUS
Heartbeats|standard|expert|GreeN PLUS
JUMPIN' JUMPIN'|standard|expert|GreeN
L'épilogue|standard|expert|GreeN
ぐるぐるWASH！コインランドリー・ディスコ|standard|expert|GreeN PLUS
Spin me harder|standard|expert|maimai PLUS
Night Fly|standard|expert|maimai PLUS
Starlight Disco|dx|expert|maimai PLUS
Starlight Disco|standard|expert|maimai PLUS
ENJOY POLIS|standard|expert|FiNALE
記憶、記録|standard|expert|GreeN
connecting with you|standard|expert|PiNK PLUS
Believe the Rainbow|standard|expert|FiNALE
MIRROR of MAGIC|standard|expert|ORANGE
Cosmic Train|standard|expert|GreeN
BETTER CHOICE|standard|expert|ORANGE
ユビキリ|standard|expert|MURASAKi PLUS
planet dancer|standard|expert|ORANGE
ナミダと流星|standard|expert|ORANGE PLUS
ピーマンたべたら|standard|expert|ORANGE
maimaiちゃんのテーマ|standard|expert|maimai PLUS
Pixel Voyage|standard|expert|GreeN
Sweets×Sweets|standard|expert|maimai
虹と太陽|standard|expert|maimai
Color My World|standard|expert|maimai
True Love Song|standard|expert|maimai
ソーラン☆節|standard|expert|maimai PLUS
おても☆Yan|standard|expert|ORANGE
炭★坑★節|standard|expert|maimai
ネコ日和。|standard|expert|maimai
犬日和。|standard|expert|maimai PLUS
Endless World|standard|expert|maimai PLUS
Backyun! －悪い女－|standard|expert|GreeN
BaBan!! －甘い罠－|standard|expert|maimai
オレンジの夏|standard|expert|maimai
ぴぴぱぷぅ！|standard|expert|maimai PLUS
炎歌 -ほむらうた-|standard|expert|maimai PLUS
泣き虫O'clock|standard|expert|maimai PLUS
maiム・maiム feat.週刊少年マガジン|standard|expert|GreeN
ジングルベル|standard|expert|maimai
Jörqer|dx|expert|Splash
デスパレイト|standard|expert|MURASAKi PLUS
Sqlupp (Camellia's "Sqleipd*Hiytex" Remix)|dx|expert|Splash
Valsqotch|dx|expert|maimaiでらっくす PLUS
P-qoq|dx|expert|maimaiでらっくす
World's end loneliness|dx|expert|UNiVERSE PLUS
Metamorphosism|dx|expert|UNiVERSE PLUS
WiPE OUT MEMORIES|dx|expert|UNiVERSE PLUS
チューリングの跡|dx|expert|UNiVERSE PLUS
Swift Swing|dx|expert|UNiVERSE PLUS
Sage|dx|expert|UNiVERSE PLUS
Irresistible|dx|expert|UNiVERSE PLUS
HAGAKIRI|dx|expert|UNiVERSE PLUS
HECATONCHEIR|dx|expert|UNiVERSE PLUS
N3V3R G3T OV3R|dx|expert|UNiVERSE PLUS
Strive against fate|dx|expert|UNiVERSE PLUS
sølips|dx|expert|UNiVERSE PLUS
Trick tear|dx|expert|UNiVERSE
U&iVERSE -銀河鸞翔-|dx|expert|UNiVERSE
躯樹の墓守|dx|expert|UNiVERSE
ヨミビトシラズ|dx|expert|UNiVERSE
Round Round Spinning Around|dx|expert|UNiVERSE
Alcyone|dx|expert|UNiVERSE
Raven Emperor|dx|expert|UNiVERSE
Yorugao|dx|expert|UNiVERSE
華の集落、秋のお届け|dx|expert|UNiVERSE
星詠みとデスペラード|dx|expert|UNiVERSE
BLACK SWAN|dx|expert|UNiVERSE
NAGAREBOSHI☆ROCKET|dx|expert|UNiVERSE
Lia=Fail|dx|expert|UNiVERSE
Never Give Up!|dx|expert|Splash PLUS
ほしぞらスペクタクル|dx|expert|Splash PLUS
VIIIbit Explorer|dx|expert|FESTiVAL
VIIIbit Explorer|standard|expert|FESTiVAL
Last Samurai|dx|expert|Splash PLUS
蒼穹舞楽|dx|expert|Splash PLUS
AMABIE|dx|expert|Splash PLUS
時計の国のジェミニ|dx|expert|Splash PLUS
Xenovcipher|dx|expert|Splash PLUS
Beautiful Future|dx|expert|Splash
Mutation|dx|expert|Splash
Aetheric Energy|dx|expert|Splash
≠彡"/了→|dx|expert|Splash
Boys O’Clock|dx|expert|Splash
ARAIS|dx|expert|Splash
渦状銀河のシンフォニエッタ|dx|expert|maimaiでらっくす PLUS
GRÄNDIR|dx|expert|maimaiでらっくす PLUS
封焔の135秒|dx|expert|maimaiでらっくす PLUS
Stardust Memories|dx|expert|maimaiでらっくす PLUS
Flashkick|dx|expert|maimaiでらっくす PLUS
UniTas|dx|expert|maimaiでらっくす PLUS
ここからはじまるプロローグ。|dx|expert|maimaiでらっくす PLUS
Heavenly Blast|dx|expert|Splash PLUS
Glorious Crown|standard|expert|PiNK
Aiolos|standard|expert|ORANGE PLUS
Technicians High|dx|expert|UNiVERSE
Technicians High|standard|expert|UNiVERSE
Hyper Active|standard|expert|PiNK PLUS
BREaK! BREaK! BREaK!|dx|expert|Splash PLUS
Life Feels Good|standard|expert|GreeN PLUS
MYTHOS|standard|expert|GreeN PLUS
We Gonna Party|standard|expert|maimai PLUS
GIGANTØMAKHIA|dx|expert|UNiVERSE
STEEL TRANSONIC|dx|expert|maimaiでらっくす PLUS
Alea jacta est!|standard|expert|FiNALE
AMAZING MIGHTYYYY!!!!|standard|expert|PiNK PLUS
My My My|dx|expert|maimaiでらっくす PLUS
CITRUS MONSTER|standard|expert|PiNK PLUS
モ°ルモ°ル|dx|expert|maimaiでらっくす PLUS
the EmpErroR|standard|expert|FiNALE
ガラテアの螺旋|standard|expert|ORANGE PLUS
TEmPTaTiON|dx|expert|maimaiでらっくす
SILENT BLUE|standard|expert|MiLK PLUS
アポカリプスに反逆の焔を焚べろ|dx|expert|maimaiでらっくす
ねぇ、壊れタ人形ハ何処へ棄テらレるノ？|standard|expert|MURASAKi
TwisteD! XD|dx|expert|maimaiでらっくす
QZKago Requiem|standard|expert|FiNALE
Our Wrenally|standard|expert|MURASAKi
Contrapasso -paradiso-|standard|expert|PiNK PLUS
Oshama Scramble!|dx|expert|ORANGE PLUS
Oshama Scramble!|standard|expert|ORANGE PLUS
Garakuta Doll Play|standard|expert|GreeN
Blew Moon|standard|expert|GreeN
Acceleration|standard|expert|maimai PLUS
バーチャルダム　ネーション|dx|expert|maimaiでらっくす
Moon of Noon|standard|expert|MURASAKi PLUS
Blows Up Everything|dx|expert|maimaiでらっくす
Dragoon|standard|expert|ORANGE
魔ジョ狩リ|dx|expert|maimaiでらっくす
MAXRAGE|dx|expert|maimaiでらっくす
PANDORA PARADOXXX|standard|expert|FiNALE
天火明命|standard|expert|MURASAKi
7thSense|standard|expert|PiNK
FFT|standard|expert|FiNALE
Panopticon|standard|expert|MURASAKi
雷切-RAIKIRI-|standard|expert|FiNALE
Schwarzschild|standard|expert|FiNALE
Black Out|standard|expert|maimai PLUS
Fragrance|standard|expert|maimai PLUS
Excalibur ～Revived resolution～|standard|expert|MiLK
Caliburne ～Story of the Legendary sword～|standard|expert|ORANGE
Death Scythe|standard|expert|GreeN
LUCIA|standard|expert|GreeN
Lividi|standard|expert|MURASAKi
Axeria|standard|expert|ORANGE PLUS
Ragnarok|standard|expert|MiLK PLUS
larva|standard|expert|MiLK PLUS
keep hopping|standard|expert|MiLK PLUS
Mare Maris|standard|expert|MiLK
Signature|standard|expert|MiLK
Ultranova|standard|expert|MURASAKi PLUS
四月の雨|standard|expert|MURASAKi
Imitation:Loud Lounge|standard|expert|MURASAKi
HERA|standard|expert|MURASAKi
Jumble Rumble|standard|expert|PiNK PLUS
Nitrous Fury|standard|expert|PiNK PLUS
Revive The Rave|standard|expert|PiNK
GEMINI -M-|standard|expert|PiNK
LANCE|standard|expert|ORANGE PLUS
D✪N’T  ST✪P  R✪CKIN’|standard|expert|ORANGE PLUS
oboro|standard|expert|ORANGE
Streak|standard|expert|maimai PLUS
Turn around|standard|expert|maimai PLUS
Link|standard|expert|maimai PLUS
Nerverakes|standard|expert|maimai PLUS
Sprintrances|standard|expert|maimai PLUS
Feel My Fire|standard|expert|maimai PLUS
air's gravity|standard|expert|maimai PLUS
Beat of getting entangled|standard|expert|GreeN
高気圧ねこロック|standard|expert|PiNK PLUS
Prophesy One|standard|expert|PiNK PLUS
Get Happy|standard|expert|GreeN
System “Z”|standard|expert|GreeN
火炎地獄|dx|expert|GreeN PLUS
火炎地獄|standard|expert|GreeN PLUS
Danza zandA|standard|expert|GreeN PLUS
VERTeX|standard|expert|ORANGE
ViRTUS|dx|expert|FESTiVAL
全世界共通リズム感テスト|standard|expert
ホシシズク|dx|master|FESTiVAL
分解収束テイル|dx|master|FESTiVAL
ミルキースター・シューティングスター|dx|master|UNiVERSE PLUS
パーフェクション|dx|master|UNiVERSE PLUS
デーモンベット|dx|master|UNiVERSE PLUS
アンビバレンス|dx|master|UNiVERSE
届かない花束|dx|master|Splash PLUS
ステップアンドライム|dx|master|Splash PLUS
シアトリカル・ケース|dx|master|Splash
ワードワードワード|dx|master|maimaiでらっくす PLUS
ヤミツキ|dx|master|maimaiでらっくす PLUS
Secret Sleuth|dx|master|maimaiでらっくす
BLACK ROSE|dx|master|maimaiでらっくす
咲キ誇レ常世ノ華|standard|master|MiLK
天国と地獄 -言ノ葉リンネ-|standard|master|MURASAKi PLUS
相思創愛|standard|master|MURASAKi PLUS
空威張りビヘイビア|standard|master|MURASAKi
分からない|standard|master|MURASAKi
洗脳|standard|master|PiNK PLUS
Barbed Eye|standard|master|PiNK PLUS
言ノ葉遊戯|standard|master|PiNK
りばーぶ|standard|master|PiNK
言ノ葉カルマ|standard|master|GreeN PLUS
悪戯|standard|master|ORANGE PLUS
Rising on the horizon|dx|master|FESTiVAL
Rainbow Rush Story|dx|master|FESTiVAL
Tricolor⁂circuS|dx|master|FESTiVAL
[X]|dx|master|FESTiVAL
mystique as iris|dx|master|FESTiVAL
Jouez Avec Moi?|dx|master|UNiVERSE PLUS
遺伝子レベル∞スパイラル|dx|master|UNiVERSE PLUS
パラマウント☆ショータイム！！|dx|master|UNiVERSE PLUS
白花の天使|dx|master|UNiVERSE PLUS
ｉｓｏｐｈｏｔｅ|dx|master|UNiVERSE PLUS
前衛的Landscape|dx|master|UNiVERSE
トリアージ|dx|master|UNiVERSE
とびだせ！TO THE COSMIC!!|dx|master|UNiVERSE
Starry Colors|dx|master|Splash PLUS
星めぐり、果ての君へ。|dx|master|Splash PLUS
スローアライズ|dx|master|Splash PLUS
生命不詳|dx|master|Splash PLUS
チエルカ／エソテリカ|dx|master|Splash PLUS
VANTABLACK RAVER|dx|master|Splash PLUS
ワンダーシャッフェンの法則|dx|master|Splash
BIRTH|dx|master|Splash
Regulus|dx|master|Splash
Komplexe|dx|master|Splash
オリフィス|dx|master|Splash
ユメヒバナ|dx|master|Splash
REAL VOICE|dx|master|Splash
パラボラ|dx|master|Splash
ブレインジャックシンドローム|dx|master|maimaiでらっくす PLUS
Ututu|dx|master|maimaiでらっくす PLUS
共鳴|dx|master|maimaiでらっくす PLUS
居並ぶ穀物と溜息まじりの運送屋|dx|master|Splash
マイオドレ！舞舞タイム|dx|master|Splash
ぼくたちいつでも　しゅわっしゅわ！|dx|master|Splash
絡めトリック利己ライザー|dx|master|maimaiでらっくす PLUS
でらっくmaimai♪てんてこまい!|dx|master|maimaiでらっくす
超常マイマイン|dx|master|maimaiでらっくす
STEREOSCAPE|dx|master|maimaiでらっくす
Crazy Circle|dx|master|maimaiでらっくす
OTOGEMA|dx|master|UNiVERSE PLUS
♡マイマイマイラブ♡|dx|master|maimaiでらっくす
タカハせ！名人マン|standard|master|GreeN PLUS
星空パーティーチューン|dx|master|UNiVERSE PLUS
シエルブルーマルシェ|dx|master|maimaiでらっくす PLUS
噛み係|dx|master|UNiVERSE
いっしそう電☆舞舞神拳！|standard|master|MURASAKi
Paradisoda|dx|master|Splash PLUS
福宿音屋魂音泉|dx|master|maimaiでらっくす
キリキリ舞Mine|dx|master|maimaiでらっくす
FEEL the BEATS|standard|master|PiNK
FEEL ALIVE|standard|master|maimai PLUS
BREAK YOU!!|standard|master|GreeN
KING is BACK!!|standard|master|MURASAKi PLUS
welcome to maimai!! with マイマイマー|standard|master|ORANGE PLUS
みんなのマイマイマー|standard|master|GreeN
Scarlet Wings|dx|master|maimaiでらっくす
End of Twilight|standard|master|GreeN PLUS
一か罰|dx|master|maimaiでらっくす
夢花火|standard|master|MURASAKi PLUS
Now or Never|dx|master|maimaiでらっくす
Justified|standard|master|MiLK
SPILL OVER COLORS|standard|master|MiLK
アージェントシンメトリー|standard|master|PiNK
Dreampainter|standard|master|ORANGE
Monochrome Rainbow|standard|master|GreeN PLUS
花と、雪と、ドラムンベース。|standard|master|MiLK PLUS
FestivaLight|standard|master|MiLK PLUS
Candy Tall Woman|standard|master|MiLK
Kinda Way|standard|master|MiLK
Magical Flavor|standard|master|MiLK
曖昧mind|standard|master|MURASAKi PLUS
Limit Break|standard|master|MURASAKi PLUS
オトヒメモリー☆ウタゲーション|standard|master|MURASAKi PLUS
Selector|standard|master|MURASAKi
スリップフリップ|standard|master|PiNK
CYCLES|standard|master|GreeN PLUS
Lionheart|standard|master|maimai PLUS
Heartbeats|standard|master|GreeN PLUS
JUMPIN' JUMPIN'|standard|master|GreeN
L'épilogue|standard|master|GreeN
ぐるぐるWASH！コインランドリー・ディスコ|standard|master|GreeN PLUS
Spin me harder|standard|master|maimai PLUS
Night Fly|standard|master|maimai PLUS
Starlight Disco|dx|master|maimai PLUS
Starlight Disco|standard|master|maimai PLUS
ENJOY POLIS|standard|master|FiNALE
記憶、記録|standard|master|GreeN
connecting with you|standard|master|PiNK PLUS
Believe the Rainbow|standard|master|FiNALE
MIRROR of MAGIC|standard|master|ORANGE
Cosmic Train|standard|master|GreeN
BETTER CHOICE|standard|master|ORANGE
ユビキリ|standard|master|MURASAKi PLUS
planet dancer|standard|master|ORANGE
ナミダと流星|standard|master|ORANGE PLUS
ピーマンたべたら|standard|master|ORANGE
maimaiちゃんのテーマ|standard|master|maimai PLUS
Pixel Voyage|standard|master|GreeN
Sweets×Sweets|standard|master|maimai
虹と太陽|standard|master|maimai
Color My World|standard|master|maimai
True Love Song|standard|master|maimai
ソーラン☆節|standard|master|maimai PLUS
おても☆Yan|standard|master|ORANGE
炭★坑★節|standard|master|maimai
ネコ日和。|standard|master|maimai
犬日和。|standard|master|maimai PLUS
Endless World|standard|master|maimai PLUS
Backyun! －悪い女－|standard|master|GreeN
BaBan!! －甘い罠－|standard|master|maimai
オレンジの夏|standard|master|maimai
ぴぴぱぷぅ！|standard|master|maimai PLUS
炎歌 -ほむらうた-|standard|master|maimai PLUS
泣き虫O'clock|standard|master|maimai PLUS
maiム・maiム feat.週刊少年マガジン|standard|master|GreeN
ジングルベル|standard|master|maimai
Jörqer|dx|master|Splash
デスパレイト|standard|master|MURASAKi PLUS
Sqlupp (Camellia's "Sqleipd*Hiytex" Remix)|dx|master|Splash
Valsqotch|dx|master|maimaiでらっくす PLUS
P-qoq|dx|master|maimaiでらっくす
World's end loneliness|dx|master|UNiVERSE PLUS
Metamorphosism|dx|master|UNiVERSE PLUS
WiPE OUT MEMORIES|dx|master|UNiVERSE PLUS
チューリングの跡|dx|master|UNiVERSE PLUS
Swift Swing|dx|master|UNiVERSE PLUS
Sage|dx|master|UNiVERSE PLUS
Irresistible|dx|master|UNiVERSE PLUS
HAGAKIRI|dx|master|UNiVERSE PLUS
HECATONCHEIR|dx|master|UNiVERSE PLUS
N3V3R G3T OV3R|dx|master|UNiVERSE PLUS
Strive against fate|dx|master|UNiVERSE PLUS
sølips|dx|master|UNiVERSE PLUS
Trick tear|dx|master|UNiVERSE
U&iVERSE -銀河鸞翔-|dx|master|UNiVERSE
躯樹の墓守|dx|master|UNiVERSE
ヨミビトシラズ|dx|master|UNiVERSE
Round Round Spinning Around|dx|master|UNiVERSE
Alcyone|dx|master|UNiVERSE
Raven Emperor|dx|master|UNiVERSE
Yorugao|dx|master|UNiVERSE
華の集落、秋のお届け|dx|master|UNiVERSE
星詠みとデスペラード|dx|master|UNiVERSE
BLACK SWAN|dx|master|UNiVERSE
NAGAREBOSHI☆ROCKET|dx|master|UNiVERSE
Lia=Fail|dx|master|UNiVERSE
Never Give Up!|dx|master|Splash PLUS
ほしぞらスペクタクル|dx|master|Splash PLUS
VIIIbit Explorer|dx|master|FESTiVAL
VIIIbit Explorer|standard|master|FESTiVAL
Last Samurai|dx|master|Splash PLUS
蒼穹舞楽|dx|master|Splash PLUS
AMABIE|dx|master|Splash PLUS
時計の国のジェミニ|dx|master|Splash PLUS
Xenovcipher|dx|master|Splash PLUS
Beautiful Future|dx|master|Splash
Mutation|dx|master|Splash
Aetheric Energy|dx|master|Splash
≠彡"/了→|dx|master|Splash
Boys O’Clock|dx|master|Splash
ARAIS|dx|master|Splash
渦状銀河のシンフォニエッタ|dx|master|maimaiでらっくす PLUS
GRÄNDIR|dx|master|maimaiでらっくす PLUS
封焔の135秒|dx|master|maimaiでらっくす PLUS
Stardust Memories|dx|master|maimaiでらっくす PLUS
Flashkick|dx|master|maimaiでらっくす PLUS
UniTas|dx|master|maimaiでらっくす PLUS
ここからはじまるプロローグ。|dx|master|maimaiでらっくす PLUS
Heavenly Blast|dx|master|Splash PLUS
Glorious Crown|standard|master|PiNK
Aiolos|standard|master|ORANGE PLUS
Technicians High|dx|master|UNiVERSE
Technicians High|standard|master|UNiVERSE
Hyper Active|standard|master|PiNK PLUS
BREaK! BREaK! BREaK!|dx|master|Splash PLUS
Life Feels Good|standard|master|GreeN PLUS
MYTHOS|standard|master|GreeN PLUS
We Gonna Party|standard|master|maimai PLUS
GIGANTØMAKHIA|dx|master|UNiVERSE
STEEL TRANSONIC|dx|master|maimaiでらっくす PLUS
Alea jacta est!|standard|master|FiNALE
AMAZING MIGHTYYYY!!!!|standard|master|PiNK PLUS
My My My|dx|master|maimaiでらっくす PLUS
CITRUS MONSTER|standard|master|PiNK PLUS
モ°ルモ°ル|dx|master|maimaiでらっくす PLUS
the EmpErroR|standard|master|FiNALE
ガラテアの螺旋|standard|master|ORANGE PLUS
TEmPTaTiON|dx|master|maimaiでらっくす
SILENT BLUE|standard|master|MiLK PLUS
アポカリプスに反逆の焔を焚べろ|dx|master|maimaiでらっくす
ねぇ、壊れタ人形ハ何処へ棄テらレるノ？|standard|master|MURASAKi
TwisteD! XD|dx|master|maimaiでらっくす
QZKago Requiem|standard|master|FiNALE
Our Wrenally|standard|master|MURASAKi
Contrapasso -paradiso-|standard|master|PiNK PLUS
Oshama Scramble!|dx|master|ORANGE PLUS
Oshama Scramble!|standard|master|ORANGE PLUS
Garakuta Doll Play|standard|master|GreeN
Blew Moon|standard|master|GreeN
Acceleration|standard|master|maimai PLUS
バーチャルダム　ネーション|dx|master|maimaiでらっくす
Moon of Noon|standard|master|MURASAKi PLUS
Blows Up Everything|dx|master|maimaiでらっくす
Dragoon|standard|master|ORANGE
魔ジョ狩リ|dx|master|maimaiでらっくす
MAXRAGE|dx|master|maimaiでらっくす
PANDORA PARADOXXX|standard|master|FiNALE
天火明命|standard|master|MURASAKi
7thSense|standard|master|PiNK
FFT|standard|master|FiNALE
Panopticon|standard|master|MURASAKi
雷切-RAIKIRI-|standard|master|FiNALE
Schwarzschild|standard|master|FiNALE
Black Out|standard|master|maimai PLUS
Fragrance|standard|master|maimai PLUS
Excalibur ～Revived resolution～|standard|master|MiLK
Caliburne ～Story of the Legendary sword～|standard|master|ORANGE
Death Scythe|standard|master|GreeN
LUCIA|standard|master|GreeN
Lividi|standard|master|MURASAKi
Axeria|standard|master|ORANGE PLUS
Ragnarok|standard|master|MiLK PLUS
larva|standard|master|MiLK PLUS
keep hopping|standard|master|MiLK PLUS
Mare Maris|standard|master|MiLK
Signature|standard|master|MiLK
Ultranova|standard|master|MURASAKi PLUS
四月の雨|standard|master|MURASAKi
Imitation:Loud Lounge|standard|master|MURASAKi
HERA|standard|master|MURASAKi
Jumble Rumble|standard|master|PiNK PLUS
Nitrous Fury|standard|master|PiNK PLUS
Revive The Rave|standard|master|PiNK
GEMINI -M-|standard|master|PiNK
LANCE|standard|master|ORANGE PLUS
D✪N’T  ST✪P  R✪CKIN’|standard|master|ORANGE PLUS
oboro|standard|master|ORANGE
Streak|standard|master|maimai PLUS
Turn around|standard|master|maimai PLUS
Link|standard|master|maimai PLUS
Nerverakes|standard|master|maimai PLUS
Sprintrances|standard|master|maimai PLUS
Feel My Fire|standard|master|maimai PLUS
air's gravity|standard|master|maimai PLUS
Beat of getting entangled|standard|master|GreeN
高気圧ねこロック|standard|master|PiNK PLUS
Prophesy One|standard|master|PiNK PLUS
Get Happy|standard|master|GreeN
System “Z”|standard|master|GreeN
火炎地獄|dx|master|GreeN PLUS
火炎地獄|standard|master|GreeN PLUS
Danza zandA|standard|master|GreeN PLUS
VERTeX|standard|master|ORANGE
ViRTUS|dx|master|FESTiVAL
